number,close_notes
INC1305349,"History will be available in IBP Once they have eligibility setup in SAP. After the weekend run it should flow through to IBP. Oliver coordinating with concerned team for eligibility setup

Confirmed by Oliver to close."
INC1305317,Restarted Manually
INC1305295,Restarted manually
INC1304517,"KF ""Published Forecast by RDC"" and ""Shipment Forecast (Adjusted) - Reference"" are both in synch again this morning in countries Germany and Netherlands for Brand Sizes BFC_750ml and EJG_750ml.


Confirmed on closing the ticket"
INC1304365,Redundant Steps
INC1304364,Redundant Steps
INC1304207,Cancelled Manually
INC1304195,"SAP IBP Maintenance downtime
 "
INC1304184,Restarted failed step
INC1304115,Restarted Manally
INC1304065,Restarted Manually
INC1304041,Restarted Manually
INC1303141,Worked with Travis to resolve the issue using MD04. The issue happened because the orders got stuck in CF and had to be retriggered. The issue is resolved now
INC1302975,Restarted Manually
INC1302924,Restarted manually
INC1302767,Confirmed with Carol that this ticket can be closed. The issue was due to non availability of resource. Carol made the required adjustments and was able to create the order
INC1302158,restarted manually
INC1302043,"Restarted Manually
"
INC1302026,Restarted Manually
INC1302025,Restarted Manually
INC1301930,"Restarted Manually
"
INC1300487,"COnfirmed with Carol, this can be closed as the plan is looking good after this week's run"
INC1300031,As discussed will be tracked a problem: PRB0043587
INC1299570,Restarted Manually
INC1298318,Redundant Step
INC1298317,Redundant Step
INC1298113,Restarted Manually
INC1298062,Planning Material 05000 is now visible in IBP for Asian markets
INC1298055,Restarted Manually
INC1297982,Cancelled Manually
INC1297914,Restarted Manually
INC1297879,Cancelled Manually
INC1297769,Restarted manually
INC1297743,Restarted Manually
INC1296963,"Restarted Manually
"
INC1296455,Spoke to Lynn and reviewed the data in system. It is setup correctly and 1803 is sourcing from 1128 only
INC1295364,There was an issue with the lot sizes in the routing. Lyndsey corrected the same and it worked
INC1294913,Mollie confirmed it is working fine now
INC1294492,Restarted Manually
INC1294487,Restarted Manually
INC1294212,"COnfirmed with Carol, this can be closed as the plan is looking good after this week's run"
INC1294199,"Vijay spoke to lynn, the concerned team is making the eligibility changes. 
Confirmed can be closed
"
INC1294186,Spoke to Jenn. This ticket can be closed as this was identified as working as designed with the FIFO logic based on the material creation date.  Jenn would reach out to Joe to input a DMND to revisit the design of FIFO logic
INC1293087,Restarted Manually
INC1293082,Restarted Manually
INC1292148,Redundant steps
INC1292147,Redundant steps
INC1292017,Restarted Manually
INC1291697,Restarted Manaully
INC1291696,cancelled Manually
INC1291695,cancelled Manually
INC1291694,cancelled Manually
INC1291595,Cancelled Manually
INC1291487,"Restarted manually
"
INC1290886,Restarted Manually
INC1290878,Restarted Manually
INC1290470,Received confirmation from Tim that this SKU generated a forecast based on reference history. Thus closing the incident
INC1290345,"Validated that PM 4608 did not have any more future demand released to supply FK.  Hard overrides into future months are loaded to prevent any possible forecast from stat model. 
Confirmed by Lynn to close"
INC1290259,"The SO is not delivered thus shipment not yet present in IBP. As confirmed buy Oliver, closing this ticket."
INC1290168,the Bottle codes are now moved to production. Thus Closing this ticket.
INC1290021,Restarted Manually
INC1289944,LIQS now is in IBP. ready for forecast upload. Confirmed by Mandy
INC1289463,"Issue: Source list locked

Issue fixed as confirmed by Ellie"
INC1287881,Restarted manually
INC1287513,PM is now available in IBP. Lynn is able it enter demand as required. Confirmed on closing the ticket
INC1287338,the changes are moved to production and bottle codes are not present in Table T426. Thus closing this ticket
INC1287040,Redundant Steps
INC1287039,Redundant Steps
INC1286912,Restarted manually
INC1286909,Restarted Manually
INC1286725,"Manually Cancelled
"
INC1286724,cancelled manually
INC1286689,Resolved
INC1286654,cancelled manually
INC1286653,cancelled manually
INC1286645,Manually cancelled
INC1286619,Restarted Manually
INC1286331,Restarted Manually
INC1286306,Restarted manually
INC1286071,Maintained correct user name in SCI and IBP. Christina is able to log in now.
INC1285667,Restarted manually
INC1285665,Restarted manually
INC1285550,Restarted manually
INC1283784,Redundant steps
INC1283782,Redundant steps
INC1283641,Manual rerun
INC1283638,HCI connection error
INC1283635,reran manually
INC1283624,Reran manually
INC1283604,Reran manually
INC1283307,"Manually Cancelled
"
INC1283266,Reran Manually
INC1282737,Worked with Carol to update her add-in which resolved the issue. Confirmed with Lyndsey that this ticket was for Carol's access and can be closed now
INC1282407,Reran manually
INC1282390,"Cancelled Manually
"
INC1282345,"Manual Rerun
"
INC1282344,fixed the bug for overriding null values in the copy operator. Depletion history for PM 4853 for V market is now clear.
INC1281779,Confirmed with Carol that she was able to login after using the URL with SSO.
INC1281173,File formatting issue. Corrected the file and reran the job
INC1281172,File formatting issue. Corrected the file and reran the job
INC1281171,File formatting issue. Corrected the file and reran the job
INC1281170,File formatting issue. Corrected the file and reran the job
INC1280248,Manual Rerun
INC1280048,"Issue: CR CHL MOSCATO 750ML 12EA	000000000000502682 in China Is not visible in IBP, however its eligibility should be well set up.

Fix: Planning Material is visible in IBP. Confirmed with Mandy, she is able to see now."
INC1280043,manually rerun
INC1279924,"HI Ana

As discussed, I would close this INC and nothing is broken right now.

We will continue to monitor the SKUs and will be tracked under Request: REQ0223191

I would mark you as a follow so you continue to get updates on the Req status

Regards
Akshay"
INC1278843,"Manual Rerun
"
INC1278755,Ajit helped fix the file format and reran the job successfully
INC1278754,Ajit helped fix the file format and reran the job successfully
INC1278753,Ajit helped fix the file format and reran the job successfully
INC1278750,Ajit helped fix the file format and reran the job successfully
INC1278392,See attached that the forecast is showing as expected in both draft and published after the weekend run. THus closing this ticket as resolved
INC1278233,will continue to can track this as a problem PRB0043459
INC1277744,Redundant Steps
INC1277743,Redundant Steps
INC1277643,"Job failed due to HCI connection issue

Restarted manually"
INC1277433,Manual Rerun from Automic
INC1277341,TIcket because of system upgrade to 2011
INC1277324,TIcket because of system upgrade to 2011
INC1277270,"Manual rerun
"
INC1277219,rerun completed
INC1276549,"After master data refresh,  sharlyn confirmed that it is working fine"
INC1276517,"Marketing Exclusions maintained correctly, planning Material 6981 is now present in IBP

for PM 5000, the planning material assignment for full material was incorrect. Master data team corrected the same and now visible in IBP"
INC1276506,Received confirmation from Omaira that the app is working as expected for all lines. Thus closing the incident
INC1276212,Mandy confirmed over email that 05000 SKU is coming correctly now.  She reported another planning material which needs validation. There is a separate ticket already for that planning material. Thus closing this incident as the issue with the mentioned SKU is resolved and confirmed
INC1273577,Reran Manually
INC1272542,"Reran manually
"
INC1272473,"Disag Operator Failed, Restarted Manually"
INC1272020,"The incorrect profit center group was fixed by master data team and is resolved now.  The material had a wrong profit center assignment. Confirmed with Christina that this can be closed. For Flavor correction, Christina would reach out to master data team to correct the same in material classification in SAP"
INC1271638,We reran the stat model. Confirmed with Todd that this can be closed
INC1271392,"Resolved, PPDS Daily job did not run, reran the daily WF"
INC1271391,"Resolved, PPDS Daily job did not run, reran the daily WF"
INC1271265,Redundant Steps
INC1271264,Redundant Steps
INC1270916,"Manually Cancelled, 
"
INC1270894,"Manual Restart
"
INC1270275,"A blocked job was cancelled due to promotion, thus the ticket. Redundant."
INC1269984,Confirmed with rita - This is working fine now
INC1269951,"Restarted the job after correcting the file format. It had wrong entries e.g. ""1.408"" but it should be 1408"
INC1269947,"Restarted the job after correcting the file format. It had wrong entries e.g. ""1.408"" but it should be 1408"
INC1269713,"Setup groups added to production

"
INC1269421,confirmed with christina that this can be closed
